Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-
0.0167002913076319,0.3984676266179013,0.5851830316569843,0.6985538170826934,0.4619402427641454,0.9702855369579132,0.1048085885399812,0.3789331132446979,0.0939673757186118,1.0,0.2563682719041216,0.5128205128205129
0.2810780890571936,0.06306407877173,0.7921707875309876,0.0646008196639631,0.9164413536154516,0.1065867568655862,0.2996555082449794,0.2045297917502796,0.8334299913413084,1.0,0.1174819210368422,0.5128205128205129
0.6480491627872149,0.3167139417466975,0.5632583340200593,0.5029244093653263,0.5885075331236183,0.7630767806522167,0.1992447382793979,0.0897290566481399,0.9981652390398702,1.0,0.7640056181142776,0.1538461538461538
0.6887506306370771,0.26565205993732,0.7362973332383185,0.2427926639863394,0.2240483233340315,0.8958582401551123,0.6228261612797437,0.3372333129442498,0.5784264953190207,1.0,0.8085560424167252,0.123076923076923
0.4584365785188141,0.3569413239749393,0.0393972445726608,0.401415232406682,0.964845587725232,0.0822012985982401,0.2520271846402808,0.4455438031234187,0.3940931359321381,1.0,0.1992742637522553,0.641025641025641
0.671757375712378,0.0334808578444005,0.9443191749980302,0.9692908038089016,0.0193262003748706,0.3362025422106327,0.9234020807770952,0.2964780056203118,0.9051335358422292,1.0,0.4822873641372237,0.3225806451612903
0.38498596483887,0.0851441162700645,0.0405188490184506,0.5189360744389349,0.5597938897052185,0.3446689658508346,0.5066820868316362,0.1495750920638622,0.2545426273944304,1.0,0.4910568666804687,0.3001876172607879
0.8941858315180876,0.1535456951830235,0.869485432650111,0.3411495345081535,0.5081860302372917,0.3448881925905809,0.9610171760503814,0.379529996936456,0.654084343230758,1.0,0.5452423767973638,0.3525641025641025
0.9584925807656028,0.3285621357829978,0.2855364471970157,0.1635477826203805,0.2092932644107682,0.966835774427862,0.104457702996118,0.3027960053594055,0.6894477994908974,1.0,0.999030032093725,0.0
0.1968124448395904,0.6277372083952049,0.3045485311429018,0.4065680069400702,0.2672910081008397,0.8399703703351112,0.1552604828568128,0.0330806806837739,0.8799341914009194,1.0,0.3923424733362719,0.9049773755656108
0.3443296858172702,0.0422196364776226,0.5599142728958134,0.1529917738620485,0.1666704383328557,0.1794797978061547,0.8727186392990117,0.1484961636056627,0.1566636292713874,1.0,0.2520535800270707,0.0452488687782805
0.2083075245367391,0.1831640027664416,0.9725224005827504,0.6538115805020988,0.5324609801568079,0.8472015902925106,0.3302092690161256,0.2125328956002076,0.3653290092490439,1.0,0.6831392895210867,0.0
0.1985428955723804,0.5876707433953886,0.2226950325353293,0.4775104348248594,0.4880576714070596,0.6560134786800766,0.0726431583481876,0.285195924556454,0.2550529767197768,1.0,0.4740852268790192,1.0
0.4366327584697319,0.7076987353442459,0.1840285112016517,0.6833707445419603,0.1557104836278566,0.3339994307364934,0.6636430322665107,0.0358591698825414,0.4841146767979357,1.0,0.3238547775222395,0.2197802197802198
