Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-
0.0424372266466939,0.3468202839866431,0.5017551825317478,0.5587805914581483,0.1431234393203894,0.9793006605887368,0.5139912048570446,0.8161274940484688,0.8957435460357287,0.7384842892790892,0.8078086889876332,0.0365213421593244
0.1074787487911862,0.4019010351718566,0.8974644210299941,0.4690974518714945,0.8372743392934658,0.8178317712732056,0.3550781820009728,0.8832140238228096,0.3023477072859525,0.8226076199107526,0.8450023880024822,0.5403377110694183
0.5870062443468598,0.6206617074031611,0.0194131207463087,0.3702564361384439,0.3542963217136056,0.6687815427405241,0.7396497860915435,0.1123352082532461,0.0242144163732251,0.2625318369816919,0.8670170645506066,0.0282656975570362
0.8346299736527205,0.2611375505476189,0.3165242030787047,0.412488423048587,0.0595794838678096,0.9623694073210228,0.087635997914132,0.6310648882478718,0.3281451885246683,0.3914838634175379,0.797708250278453,0.3791982665222101
0.4810620745366062,0.300740584725907,0.355832371733745,0.7560798554736908,0.8835877233482081,0.6652570803307407,0.0777681470529058,0.5347308702761141,0.1953927354339948,0.3911323179898268,0.8279488269623297,0.3161222339304532
0.9282696214806776,0.5611909917319675,0.665110864272573,0.5235836177016769,0.1677432767907031,0.230842745257882,0.5881438222665137,0.709671411650671,0.2091792208843603,1.0,0.8143580535853525,0.7649333906317146
0.7171226905808806,0.2841522427285742,0.4904257388214864,0.5193775358492092,0.1086146686009117,0.95251811047027,0.929416465489068,0.3862530407712236,0.2899914847944443,0.5855578726646963,0.6605755333771899,0.8938943193086839
0.0797447618522383,0.1881610683785602,0.8931766545776294,0.7006609234212879,0.1420631614662827,0.7039203644910722,0.8129115488942636,0.7890128791501577,0.0255365952113806,0.754349595060397,0.756728044676419,0.697917657126557
0.7943614842434662,0.4007729056905739,0.5850608355420588,0.9826432653958288,0.6484776729078234,0.9754044362146144,0.3934140828904182,0.8801986030162549,0.2679351960866278,0.547563544994584,0.9546864514648258,0.0
0.1201948353457336,0.1935920315894361,0.3340522783012445,0.6700506746390316,0.3662623746774412,0.4175481930938475,0.9549772997694134,0.7086087363406307,0.6473312540253496,0.5024843935814194,0.788987992379826,0.7249788155540909
0.921158220648167,0.317421545632519,0.0438290710331826,0.9253935422048316,0.2374526188623108,0.2936180162615727,0.9017297572517028,0.1179474950382418,0.6159341098406959,0.2707661576363266,0.8881829565554701,0.0
0.0961205190636345,0.3227002277490889,0.361837104265758,0.9718986903639096,0.0011906936562849,0.5053080736926783,0.3958245016127548,0.5413065837717665,0.2697828029933611,0.4935482329762102,0.6541293314442135,0.7113316790736146
0.578695721564126,0.8708719304552945,0.4769469454076041,0.936871957301321,0.283883067378895,0.1466460985128226,0.4030792863702895,0.8741641824650425,0.410422444553033,0.7056400542025293,0.7541992632348378,0.2732793522267207
0.0848032420480237,0.4462109384468583,0.5407044343670412,0.8127920410071684,0.0061704765875335,0.9247240274797828,0.0151291634607432,0.1711259346056337,0.7939758647233613,0.5427038465451465,0.7596156438589533,0.0
0.325978808294492,0.1421768918083839,0.5081573826228487,0.8327082147998973,0.9456469828313586,0.6724774635602435,0.5308089438298463,0.9556162973875576,0.7534881254956098,0.6658903999505503,0.8034894133025272,0.5053158223889932
0.7223501684314017,0.2206316742179266,0.4403923535572337,0.464076371540519,0.5371531357452527,0.0595458099584403,0.2410095185498268,0.9212301476880576,0.6608645416570988,0.5145229438447374,0.8525145017553487,0.3323076923076922
0.3930961224530087,0.3224986146312865,0.6606165076998,0.4594955741498177,0.0022101932812982,0.3192655222061703,0.6659791334460505,0.5577299226166008,0.1801771381061743,0.6739487302287371,0.8075258590474472,0.6048996874684949
0.4901458478018721,0.3612302046774179,0.1680925707347371,0.5607199926529914,0.6772309132806796,0.6846007472296475,0.4438562915282644,0.2107576487668446,0.4112720674559256,0.3440233848839704,0.6550023119874882,0.7472527472527473
0.2959950014117133,0.2550728140788769,0.0789191460239351,0.5829307571906458,0.3792378444967824,0.2943668289327141,0.3134602160135904,0.2049773750448748,0.1513814479705341,0.2061023094692466,0.7796516461260063,0.0
0.0411029013094227,0.7627897927478642,0.9443076283135612,0.943310341140626,0.0524235134997363,0.7760587607176612,0.583202007625734,0.4628175356970427,0.9432674257110908,1.0,0.7872611104520775,0.1436401436401436
0.3485696955792606,0.9329777669370268,0.0663257017848741,0.7755720787044448,0.2743550381204792,0.7533169060123187,0.9751112429245606,0.5502326284360513,0.1521131730199327,0.3519705734528334,0.8138540520998936,0.4980479054553128
0.7526972618799416,0.1627857984991528,0.9716249975280086,0.8843862152173501,0.3040290110660547,0.2173730678796229,0.3713118545316723,0.8893492802060324,0.7266086737739779,0.7254086508455132,0.8055017777265507,0.4444444444444443
0.0356015574035177,0.3352878207186178,0.9698498112771152,0.4235969727021061,0.2326781303630148,0.8828535507546524,0.683870192124333,0.2757204349542839,0.2492644936630697,0.8830801690289055,0.6530480959895022,0.7231478199220134
0.2299977753029018,0.7580276871212672,0.5206884002119443,0.9274221260544292,0.5098874412830751,0.9339488714769124,0.0238943429530127,0.6743212907641922,0.6211442014475971,0.6992802357921695,0.8677685874304737,0.0
0.5091766999020589,0.2549673559216342,0.0486909108432289,0.8329994885423497,0.3309337877103886,0.3171458910848986,0.8807926672466955,0.2398129099148563,0.3666796071168529,0.2679296886397529,0.6566852935254267,0.6240345999382144
0.9025026855631146,0.3991152773618684,0.3026096651843312,0.4461565623358379,0.37145076005444,0.80898556492409,0.3130630048439043,0.0810720619697994,0.0211305350385984,0.3824433805568227,0.9373440545991646,0.0809716599190284
0.9555771632009912,0.1998860986466184,0.0031648628378514,0.5591174717189911,0.4689682913167995,0.3856975388746332,0.6111338936107857,0.6839309132434183,0.3743716068460865,0.2571702582353753,0.867794695615412,0.6341603601877573
0.7476065905939348,0.2400763896213473,0.3702825513362157,0.041248532864786,0.2232943812077088,0.7792248277288034,0.0130403805002454,0.2001503964932066,0.9199256689726174,0.466595907404711,0.6509944947830073,0.9484265734265732
0.1533205236787852,0.4024917503582876,0.3083519109310214,0.8395484057093195,0.3457523067433706,0.6585200641792999,0.9494484321587492,0.5198939479389761,0.4388517498048552,0.5159267506133072,0.7630338839606183,0.0099255583126551
0.0417976556181326,0.0498003278390359,0.8194694366937884,0.872271951258146,0.266319670647371,0.2497106013878584,0.3321957615513919,0.2383948269817921,0.4687531011186114,0.6177724408256653,0.6143130708912199,0.8200290275761972
0.7546237930589348,0.5961488581543168,0.4782217616019466,0.7784300087564289,0.3762441464683426,0.7816430866250599,0.2624493012896867,0.8511189166573779,0.5482618300400228,0.645780412775103,0.8364830291770204,0.680473372781065
0.4191697241847554,0.6122901127394208,0.6113950871713474,0.5719255847463469,0.2426172186514851,0.0601992255697557,0.529205434910127,0.9422507202222308,0.1775177534307528,0.9475151111458736,0.841479954807905,0.4295197188598202
0.7428574422050582,0.3338090425222968,0.5465137095163634,0.3823692580320463,0.3566293192317622,0.5267703088919535,0.6861270051859999,0.4148113796068098,0.1413065883693305,0.7119777982535357,0.8381218226916212,0.7894483488976605
