Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-
0.3164211463484071,0.5003520527660871,0.5733794184305985,0.8434674551393158,0.8525796235668666,0.5584690484007662,0.1017751138606456,0.9372851066560564,0.291884306485573,0.1419289316550905,0.143712541042136,0.923076923076923
0.489437304184071,0.8266463440148898,0.1774484110568249,0.5833516719482504,0.7080460145290325,0.0388728738859481,0.8077188063198874,0.406197163826286,0.4711444323919266,0.2511449272368857,0.0335207130108245,0.4539722572509457
0.9364566408811024,0.5243935613767585,0.4450209828583538,0.9580201750154054,0.4373259335108067,0.9011399575785726,0.1400618470849022,0.7177107118135154,0.082561579044489,0.250630306513821,0.242404240589479,0.7692307692307692
0.2551544134052158,0.558981889949236,0.122140625445131,0.5641372619391496,0.7616411002783026,0.095267778086878,0.8602297593942552,0.7464890736830165,0.3551242381383994,0.1686374870964509,0.0266199534606852,0.5811965811965811
0.9176925647848198,0.6830875456636114,0.8772411413840365,0.8356022973942262,0.3254115144248157,0.1053664774974108,0.8608506783765778,0.1374761528008157,0.4234814058838303,0.6345680349818629,0.051544199069335,0.2488687782805429
0.4621776158344565,0.2370333264262435,0.154743044262578,0.4640455692415319,0.3180235500258118,0.0246284893029675,0.3113954064345809,0.2413885900635667,0.8881470448822109,0.1253422536700944,0.009958918636404,0.0
0.7277791261430134,0.9231960458619508,0.7240310647765841,0.2764597236851448,0.6564173924671827,0.2493195506234145,0.5591625611605995,0.7397591123421333,0.1333570280751409,0.601856210568374,0.0887975253410309,0.6105006105006106
0.9231952460571896,0.8541949546149309,0.681398357008458,0.2881800042238934,0.6225858538145012,0.126323248419604,0.0048684882085322,0.633728758414968,0.0625934108591048,0.4074794149953837,0.0226694350290149,0.3418803418803418
0.9360127797761968,0.9631434399200391,0.420285828972716,0.9450710715976548,0.6339216331625199,0.8290396241463494,0.290838429139474,0.1936441969324511,0.4464667828471601,0.2435383877273192,0.1902377441089904,0.0
0.0513138434470334,0.7386421674702999,0.6134644727665703,0.4463984679174281,0.2795328723531727,0.5699040164658623,0.0142431827663318,0.3933056198950838,0.0539304148052063,0.3602106753777974,0.0294795453331363,0.0
0.4010284575847516,0.6853901068216983,0.4883453083137452,0.0721928165513201,0.994114271139956,0.2195819778262075,0.1620805874447793,0.5816708488962502,0.9757367587222616,0.3209878535873854,0.0410729848816563,0.0
0.1676558311637304,0.8236582749897153,0.0786263845411545,0.3357266980131502,0.9761961099230636,0.5889185938481458,0.4420775257836511,0.1999680335502283,0.0921200583955375,0.1268366383140883,0.0598350240616296,0.3846153846153846
0.9191901754006826,0.5646787218064506,0.8122212352290983,0.695006566932816,0.5080740325080045,0.0669873693998367,0.0777102444056142,0.0017382055450108,0.6803445070202547,0.2653424931918885,0.0423931942733668,0.5594405594405595
0.0253187377194533,0.3752107440714307,0.7304950762291527,0.2974698114127616,0.5484830671698514,0.570408341047567,0.3156931771692641,0.647249483158573,0.0048279584273299,0.2777583654335253,0.0739371730656503,0.879120879120879
0.5633657402014595,0.9946262069349284,0.5000629795911256,0.7609555749128383,0.5855835229280005,0.4778140489823941,0.1470323726540678,0.7854908902546884,0.7452627701390244,0.2476206266372497,0.0590256061980016,0.0
0.0623652307106329,0.5904888034380453,0.3129547102733254,0.9537536613018348,0.6142903650851521,0.1155724964882386,0.0197265470586632,0.6590346064999879,0.9152918442432288,0.1820854387451674,0.017456877148768,0.4395604395604395
0.6600467643947251,0.9638036447977104,0.4856503248811125,0.4611634809349271,0.5638377099238938,0.2546707432575835,0.3200924524801044,0.6513750881717992,0.5876978807194252,0.3375003721390942,0.0357446761220622,0.0
0.8010092020693788,0.1000979932167939,0.2988660670117593,0.4623555950176058,0.1115989839936714,0.1825999172070969,0.1541455523448648,0.302116713954381,0.3868031043232289,0.1674285502732352,0.0760340661931207,0.5128205128205129
0.6226229826043143,0.9561068244686431,0.1289189562898555,0.2895065889531202,0.5479003066840926,0.2056590831756001,0.4057678204315673,0.5696344174493047,0.0579556803932228,0.1428389813233305,0.0632562393193574,0.4048582995951417
0.3582109189614643,0.9640858335110228,0.7980590607622978,0.4550823961350081,0.4601440631125777,0.4054894979381921,0.0889476715853616,0.5308350566815151,0.7975833184325256,0.5584239622457323,0.086146148946517,0.7692307692307692
0.906059059290109,0.607735563313297,0.9967434302028672,0.2317244060869023,0.896151327904932,0.0358663513563225,0.0222410156986562,0.1780961298814095,0.2758206867313441,0.3005809611399463,0.0486973766979606,0.5769230769230769
0.4065190692006601,0.6879663336907889,0.1226181720557536,0.2269761296486471,0.3601096860712789,0.0020712748694906,0.6740932835948055,0.005027537525421,0.884199860151581,0.1944215564596674,0.0318736264360909,0.5789909015715468
0.5728867796267458,0.7189349735797304,0.4220004027976729,0.5640984288500308,0.9050263747075472,0.1912523394888501,0.076064435617424,0.294994663431787,0.5939161258747783,0.2538361466435138,0.0638684797578836,0.7692307692307692
0.3576852833499676,0.0979243998087848,0.5592202920229125,0.46002261900143,0.8808948672534241,0.094742400961758,0.090875346715553,0.4338205333713822,0.2586702875209219,0.2188305058162483,0.0598779213313685,0.8076923076923077
0.5370238247283199,0.2686256614969329,0.9452416051056038,0.9084712763283636,0.239170457237406,0.107676367706208,0.2583015210102377,0.3440608502479293,0.0604678770038691,0.3639408045111691,0.0244818876108613,0.4102564102564103
0.387408375179661,0.4867203113632328,0.5520523458977834,0.906908293697734,0.1760810612216145,0.3943467449238723,0.0743191316989928,0.7771738350752252,0.8415093026619765,0.2837125950922449,0.0611518652447805,0.1538461538461538
0.2423159813022137,0.8828815118775943,0.633342098547284,0.239941458388436,0.871168845424299,0.1122730482347896,0.7207643059929,0.5842591207407597,0.4717042017244741,0.6125262567053805,0.0179668427564594,0.0
0.3037043681430912,0.8829475052971015,0.8402194215070101,0.4840168624382578,0.9616394938708358,0.3109542082368544,0.6343426897235367,0.4824853045488912,0.5168327860008453,0.8198708697958523,0.0468981647962087,0.3988603988603989
0.1319879190903184,0.7825053387990488,0.5155586364522411,0.5595362143666174,0.4668245812281635,0.5824598052442325,0.1154191586719523,0.6554532499647977,0.7521960444454463,0.3960449906810446,0.0612096794146547,0.0
0.230845599704675,0.8670512275290371,0.2696543549161703,0.6534509657284265,0.8198793824955155,0.4761013463182819,0.3862986630614596,0.7072299315070744,0.5214112379375918,0.1950069299783116,0.045876586438707,0.0
0.0008438965265021,0.7549072954906361,0.994741459941528,0.6345706646216921,0.7409968841620002,0.3962122789818422,0.5869594424695517,0.8267651749318531,0.0098101631194864,0.7501547523164401,0.0462332848354036,0.3296703296703296
0.1934888765451056,0.3209922793408803,0.9969728344413088,0.8563173880005981,0.4639826776593,0.026509771619971,0.4587134803300361,0.71519463166394,0.0032764789396457,0.2372517917297914,0.0047600374771892,0.0
0.0223243229328237,0.8412281069815396,0.2383342008515251,0.9996826423448932,0.2912090045240368,0.3022312286391285,0.3228313616387493,0.5436515792466858,0.486487354600547,0.2338526035986253,0.0440662984659873,0.9954751131221716
0.3819095140089522,0.4650465571359199,0.3909469637531937,0.6366381022225989,0.5269754878584357,0.4789939433721824,0.0191641566480579,0.2873325457413667,0.0480053507109293,0.2148698911278939,0.0386096043354179,0.0
0.1722986690335957,0.530218511131614,0.1864629977128454,0.4452245471632461,0.3255486355096708,0.4188650596090699,0.5327136400437608,0.0911113902849736,0.7953333385343747,0.1814259792403069,0.0299636095802438,0.0
0.5475805169617655,0.8968912968913352,0.4488993618416775,0.4168921232573561,0.8648103032874255,0.3550367988220071,0.4194444363003288,0.4653538370822991,0.4506735151871887,0.3615546722194469,0.0696533933921291,0.5128205128205129
0.2086364556032156,0.3976981864644046,0.3310621258022465,0.920846925023781,0.4442736247098673,0.2325931342803211,0.0193944551336834,0.1099669195101468,0.6975504165212094,0.2279672126895233,0.0543279044740882,0.056980056980057
0.5247409474830029,0.957850769200982,0.8574697751086323,0.9830310778322666,0.7409860990042948,0.0929962208167851,0.937984014507788,0.4486599939511546,0.8574257525321751,0.8979045597244042,0.0344413458325641,0.5244755244755245
0.9763459258407416,0.7322808358672915,0.7138066794153103,0.7975292613640802,0.7737409410130983,0.0820414668461894,0.4445058228158204,0.0675830037827146,0.6672659467452366,0.3572777284783264,0.0576067394174562,0.5641025641025641
0.5090757271561555,0.4861668613390322,0.1095695447116806,0.8050477788142091,0.7867301614751806,0.1100590749356065,0.1449744608200016,0.6883351498198044,0.9383197086003128,0.1275059173870848,0.0212256828534004,0.3076923076923076
0.0011296411132416,0.684082425062024,0.2104105897260102,0.6030646771994065,0.8835885794961449,0.5499773731767967,0.3388022297750318,0.1102002942378124,0.2407671292165759,0.1374550533489033,0.0271785871786166,0.0
0.989338111779326,0.5592397901350333,0.5970311682426743,0.4729730568938853,0.1512526823507494,0.1205677804612919,0.4228766823452778,0.27472813540271,0.0894509567178841,0.2923353294081863,0.0169931960185238,0.0
